X,Y,businessunit_number,businessunit_name,postal_code
-87.520462,33.165335,6435,"TUSCALOOSA, AL",35405
-91.214911,43.8707660000001,6436,"ONALASKA,WI",54650
-86.576019,39.144552,6437,"BLOOMINGTON, IN",47403
-102.332969,31.8978490000001,6439,"ODESSA,TX",79762
-82.678138,34.4880920000001,644,ANDERSON SC,29624
-73.7628539999999,42.7580060000001,6440,"LATHAM, NY",12110
-81.976851,28.1014040000001,6441,"LAKELAND (N),FL",33809
-77.9368479999999,35.3835980000001,6443,"GOLDSBORO, NC",27534
-87.706474,42.0307990000001,6444,"EVANSTON, IL",60202
-82.154528,27.007817,6445,"PORT CHARLOTTE, FL",33948
-82.7328639999999,28.221638,6448,"NEW PORT RICHEY, FL",34652
-88.688891,37.084162,6449,"PADUCAH, KY",42001
-97.445242,42.0240620000001,645,NORFOLK NE,68701
-84.605782,39.186964,6450,"CINCINNATI, OH",45247
-82.581439,35.5919860000001,6452,"ASHEVILLE, NC",28806
-97.7416669999999,30.3918610000001,6453,"AUSTIN (NW), TX",78759
-83.2638479999999,42.444848,6454,"SOUTHFIELD, MI",48033
-119.161218,34.2243960000001,6455,"OXNARD, CA",93036
-73.4851159999999,44.6922430000001,6456,"PLATTSBURGH, NY",12901
-81.711578,38.322167,6457,"CHARLESTON, WV",25309
-79.186766,37.350964,6458,"LYNCHBURG, VA",24502
-97.656058,31.055417,6459,HARKER HEIGHTS TX,76548
-91.2642959999999,42.0992180000001,646,ANAMOSA IA,52205
-78.407163,40.4536180000001,6460,"ALTOONA, PA",16601
-98.387011,40.934605,6461,"GRAND ISLAND,NE",68803
-69.7859559999999,44.3427610000001,6462,"AUGUSTA, ME",04330
-82.677405,34.556675,6463,"ANDERSON, SC",29621
-87.923331,42.021711,6464,"DES PLAINES, IL",60018
-95.2653749999999,32.3457710000001,6467,TYLER (HWY 31) TX,75702
-90.2644979999999,32.185505,6469,BYRAM MS,39272
-92.730936,41.7219680000001,647,GRINNELL IA,50112
-86.416915,39.6998760000001,6470,PLAINFIELD IN,46168
-96.9935629999999,28.879912,6471,"VICTORIA, TX",77904
-95.843922,41.2259050000001,6472,"COUNCIL BLUFFS, IA",51501
-90.331148,38.620442,6474,"MAPLEWOOD, MO",63143
-86.4892629999999,39.7592670000001,6476,DANVILLE IN,46122
-112.121213,33.573469,6477,PHOENIX (METROCENTER) AZ,85051
-89.5860249999999,37.2991460000001,6479,"CAPE GIRARDEAU, MO",63701
-90.588538,38.745007,648,"ST PETERS, MO",63304
-111.901647,33.307846,6480,CHANDLER (FASHION CENTER) AZ,85226
-96.6871189999999,32.7937670000001,6482,"DALLAS (E), TX",75228
-87.796846,41.598084,6485,"TINLEY PARK, IL",60477
-88.035735,41.946584,6487,"ADDISON, IL",60101
-87.562225,41.596933,6489,"CALUMET CITY, IL",60409
-80.842734,28.5552930000001,649,"TITUSVILLE,FL",32780
-91.1547409999999,38.2208830000001,65,SULLIVAN MO,63080
-94.413667,39.058207,6500,INDEPENDENCE (NOLAND RD) MO,64055
-86.442392,35.8483180000001,6501,"MURFREESBORO, TN",37129
-106.386534,31.7783250000001,6502,"EL PASO, TX",79925
-89.380977,31.3184410000001,6503,"HATTIESBURG, MS",39402
-92.222317,38.577707,6505,JEFFERSON CITY MO,65109
-84.208916,31.617244,6506,"ALBANY, GA",31707
-88.851715,35.6665130000001,6507,"JACKSON, TN",38305
-85.230783,34.272458,6509,"ROME, GA",30165
-94.167424,30.122842,651,BEAUMONT TX,77706
-93.952734,44.164478,6510,"MANKATO, MN",56001
-87.276153,36.603034,6512,"CLARKSVILLE, TN",37040
-92.352251,42.454443,6514,"WATERLOO, IA",50701
-84.058079,39.772683,6517,"BEAVERCREEK, OH",45431
-82.125964,36.6360540000001,6518,"BRISTOL,VA",24202
-100.836629,37.9863570000001,652,GARDEN CITY KS,67846
-80.444785,27.6363930000001,6520,"VERO BEACH, FL",32966
-90.760475,29.632033,6521,"HOUMA, LA",70360
-118.266701,33.8941140000001,6522,GARDENA WHOLESALE TRADING,90248
-77.388806,37.2506040000001,6524,"COLONIAL HEIGHTS, VA",23834
-91.063393,30.3787080000001,6527,"BATON ROUGE, LA",70809
-84.2663469999999,39.0914070000001,6528,"CINCINNATI, OH",45245
-87.4692459999999,36.8301480000001,653,HOPKINSVILLE KY,42240
-87.314514,30.532744,6531,PENSACOLA NINE MILE FL,32534
-77.8071639999999,40.8342050000001,6533,"STATE COLLEGE, PA",16801
-89.654985,44.9200460000001,6535,"WAUSAU, WI",54401
-75.443837,40.638377,6536,"WHITEHALL, PA",18109
-75.962553,43.976391,6539,"WATERTOWN, NY",13601
-80.754521,35.3146640000001,6540,"CHARLOTTE, NC",28262
-65.9957459999999,18.3941340000001,6543,"CAROLINA, PR",00987
-76.820487,41.2397320000001,6547,"MUNCY, PA",17756
-82.517974,28.049632,6548,TAMPA FL,33624
-104.613486,38.317709,6549,"PUEBLO, CO",81008
-87.473826,37.4236250000001,655,MADISONVILLE KY,42413
-80.878742,40.074981,6556,"ST CLAIRSVILLE, OH",43950
-86.452061,35.5131940000001,656,SHELBYVILLE TN,37160
-86.2022679999999,43.202191,6562,"MUSKEGON, MI",49444
-103.195045,44.101256,6565,"RAPID CITY, SD",57701
-75.2823789999999,40.719505,6567,"EASTON, PA",18045
-93.614242,42.0022290000001,6568,"AMES, IA",50010
-81.248212,37.2395090000001,6569,"BLUEFIELD, VA",24605
-85.4970519999999,36.145067,657,COOKEVILLE TN,38501
-78.5854879999999,35.8465560000001,6570,"RALEIGH, NC",27604
-79.822865,34.191182,6571,"FLORENCE, SC",29501
-83.871658,36.0322650000001,6572,"KNOXVILLE, TN",37924
-77.396318,34.7842610000001,6573,Jacksonville NC,28546
-80.177945,40.449595,6575,"PITTSBURGH, PA",15275
-81.935033,33.5724950000001,6576,NORTH AUGUSTA SC,29860
-89.762238,30.2981110000001,6577,SLIDELL ROBERT BLVD LA,70458
-97.2393259999999,32.813637,6578,RICHLAND HILLS RUFE SNOW TX,76118
-95.221042,30.1523040000001,6579,NEW CANEY TX,77357
-85.2298519999999,34.2754380000001,658,ROME GA,30165
-75.6465889999999,41.453923,6581,"SCRANTON, PA",18519
-80.8558649999999,32.258204,6582,BLUFFTON SC,29910
-93.218393,30.212765,6583,LAKE CHARLES RYAN LA,70601
-95.7083929999999,39.0600430000001,6585,TOPEKA  KS,66606
-80.665968,35.3667080000001,6586,CONCORD CONCORD PKWY NC,28027
-106.440429,31.926247,6587,EL PASO HWY 54 & MLK TX,79934
-89.783993,30.2607790000001,6588,SLIDELL PONCHARTRAIN LA,70458
-86.907775,36.131804,659,NASHVILLE TN,37209
-93.199326,30.302111,6590,"LAKE CHARLES, LA",70611
-81.198043,32.141041,6592,SAVANNAH GA,31408
-93.460473,35.4486880000001,66,CLARKSVILLE AR,72830
-87.673729,34.7479010000001,660,MUSCLE SHOALS /SHEFFIELD,35661
-111.628317,35.1900840000001,6604,"FLAGSTAFF, AZ",86001
-111.787616,33.3725380000001,6605,"GILBERT, AZ",85234
-112.239556,33.467044,6606,"PHOENIX, AZ",85037
-112.092771,33.6383060000001,6608,"PHOENIX, AZ",85023
-116.384483,33.8000920000001,6609,"PALM DESERT, CA",92211
-86.9588429999999,34.788552,661,ATHENS AL,35611
-117.718131,33.993865,6610,"CHINO, CA",91710
-122.055361,37.9820260000001,6612,"CONCORD, CA",94520
-118.083232,33.8264120000001,6613,"LONG BEACH, CA",90808
-118.028712,34.093671,6614,"EL MONTE, CA",91731
-117.955672,33.713733,6615,"FOUNTAIN VALLEY, CA",92708
-117.882646,33.866335,6616,"FULLERTON, CA",92831
-118.298032,33.873812,6617,"GARDENA, CA",90248
-117.560892,34.0736140000001,6619,"ONTARIO, CA",91764
-86.995961,34.556564,662,DECATUR AL,35603
-121.117951,38.6444680000001,6620,"FOLSOM, CA",95630
-121.287808,38.786436,6621,"ROSEVILLE, CA",95678
-121.407404,38.458266,6622,"SACRAMENTO, CA",95828
-117.262604,34.0654240000001,6624,"SAN BERNARDINO, CA",92408
-118.162005,33.9498820000001,6626,"SOUTHGATE, CA",90280
-118.331717,33.805375,6628,"TORRANCE, CA",90505
-84.6315729999999,35.452751,663,ATHENS TN,37303
-105.077791,39.7884910000001,6630,"ARVADA, CO",80002
-104.825655,39.700498,6631,"AURORA, CO",80012
-104.989087,39.7070450000001,6632,"DENVER, CO",80209
-105.063852,40.521149,6633,"FT COLLINS, CO",80525
-104.900437,39.5625430000001,6634,"LONE TREE, CO",80124
-105.089158,39.6306670000001,6635,"LITTLETON, CO",80123
-72.732543,41.6521720000001,6636,"NEWINGTON, CT",06111
-80.2567,26.243924,6637,"CORAL SPRINGS, FL",33071
-99.3212369999999,38.9032560000001,664,HAYS KS,67601
-84.311301,33.8427130000001,6643,CLAIRMONT GA,30329
-83.873794,34.230013,6644,"OAKWOOD, GA",30566
-84.3150639999999,34.0433370000001,6646,"ALPHARETTA, GA",30009
-85.373521,37.3457690000001,665,CAMPBELLSVILLE KY,42718
-76.4867159999999,39.336463,6650,"BALTIMORE, MD",21237
-121.538552,45.7117250000001,1876,"HOOD RIVER, OR",97031
-119.045347,36.083402,1877,"PORTERVILLE, CA",93257
-111.773964,43.8561770000001,1878,"REXBURG, ID",83440
-116.991721,34.8826090000001,1879,"BARSTOW, CA",92311
-89.585896,37.301315,188,CAPE GIRARDEAU MO,63701
-124.252247,43.389641,1880,"COOS BAY, OR",97420
-121.394608,38.7128420000001,1881,SACRAMENTO (NW) CA,95843
-119.634366,36.5773550000001,1882,"SELMA, CA",93662
-80.301431,40.678687,1883,"MONACA, PA",15061
-75.6422659999999,41.4655980000001,1884,"DICKSON CITY, PA",18519
-79.9431309999999,40.8781440000001,1885,"BUTLER, PA",16001
-77.023292,40.248405,1886,"MECHANICSBURG, PA",17050
-76.919142,41.262279,1887,"MONTOURSVILLE, PA",17754
-111.830381,41.7603360000001,1888,"NORTH LOGAN, UT",84341
-118.058408,45.335387,1889,"ISLAND CITY, OR",97850
-92.579573,40.2166540000001,189,KIRKSVILLE MO,63501
-75.569152,38.4174870000001,1890,"SALISBURY, MD",21801
-72.5376459999999,41.8066170000001,1891,"MANCHESTER, CT",06042
-87.8631819999999,41.7776040000001,1892,"HODGKINS,IL",60525
-76.7204849999999,38.935612,1893,"BOWIE, MD",20716
-81.8591959999999,41.1620350000001,1894,"MEDINA, OH",44256
-81.6320049999999,41.134603,1895,"FAIRLAWN, OH",44333
-104.799667,38.949868,1896,COLORADO SPRINGS (N) CO,80920
-88.043426,42.001716,1897,"ELK GROVE VILLAGE, IL",60007
-88.2606279999999,41.923732,1898,"ST CHARLES, IL",60174
-117.286158,33.9385820000001,1899,"RIVERSIDE (E), CA",92507
-90.411807,36.7557430000001,19,POPLAR BLUFF MO,63901
-90.0376649999999,36.238815,190,KENNETT MO,63857
-113.789835,42.560413,1900,"BURLEY, ID",83318
-112.510589,45.9638330000001,1901,"BUTTE, MT",59701
-111.980636,43.486772,1902,"AMMON, ID",83406
-121.654034,39.1447420000001,1903,"YUBA CITY, CA",95993
-77.563953,39.0815410000001,1904,"LEESBURG, VA",20175
-112.359431,43.198625,1905,"BLACKFOOT, ID",83221
-70.888131,41.644861,1906,FAIRHAVEN MA,02719
-72.530899,42.813637,1907,"HINSDALE, NH",03451
-87.9707739999999,44.478575,1908,"GREENBAY (E), WI",54311
-78.978801,43.094301,1909,"NIAGARA FALLS, NY",14304
-124.189855,41.7748130000001,1910,"CRESCENT CITY, CA",95531
-81.489164,40.992552,1911,"AKRON (S), OH",44312
-117.517225,33.890834,1912,"CORONA, CA",92879
-83.652427,41.354048,1913,"BOWLING GREEN, OH",43402
-117.194853,34.1377440000001,1914,"SAN BERNARDINO, CA",92346
-116.384378,34.132285,1915,"YUCCA VALLEY, CA",92284
-80.2003309999999,26.318721,1916,"COCONUT CREEK, FL",33073
-116.990309,32.8423060000001,1917,"SANTEE, CA",92071
-71.465317,42.116249,1918,"BELLINGHAM, MA",02019
-68.524603,45.3559020000001,1919,LINCOLN. ME,04457
-87.0513089999999,35.5989740000001,192,COLUMBIA TN,38401
-123.025604,44.8786190000001,1920,"SALEM (S), OR",97306
-74.275543,39.7005120000001,1921,"MANAHAWKIN, NJ",08050
-117.531484,34.1034910000001,1922,"RANCHO CUCAMONGA, CA",91739
-85.694269,43.0364190000001,1923,"COMSTOCK PARK, MI",49321
-68.014427,46.6975780000001,1924,"PRESQUE ISLE, ME",04769
-124.054416,44.656618,1925,"NEWPORT, OR",97365
-76.478842,43.464386,1926,"OSWEGO, NY",13126
-81.519326,41.3100170000001,1927,"MACEDONIA, OH",44056
-83.764482,42.9997230000001,1928,"FLINT, MI",48532
-92.451861,46.7033490000001,1929,"CLOQUET, MN",55720
-71.111047,42.8255750000001,1930,"PLAISTOW, NH",03865
-89.3830369999999,45.6359830000001,1931,"RHINELANDER, WI",54501
-68.3929429999999,44.524755,1932,"ELLSWORTH, ME",04605
-87.908676,41.9046880000001,1933,"NORTHLAKE, IL",60164
-78.104844,36.7120430000001,1934,"SOUTH HILL, VA",23970
-78.845861,40.276644,1935,"JOHNSTOWN, PA",15904
-84.365356,46.4647210000001,1936,"SAULT STE MARIE, MI",49783
-81.850449,40.295123,1937,"COSHOCTON, OH",43812
-87.7454949999999,41.7655370000001,1938,"BEDFORD PARK, IL",60638
-69.907606,43.9070810000001,1939,"BRUNSWICK, ME",04011
-94.974393,29.7763430000001,194,BAYTOWN TX,77521
-73.701765,42.6416110000001,1940,"EAST GREENBUSH, NY",12144
-117.825945,34.1164820000001,1941,"GLENDORA, CA",91740
-86.090953,42.8084910000001,1942,"HOLLAND, MI",49424
-96.677779,40.8583620000001,1943,"LINCOLN (N), NE",68521
-77.066875,41.7838170000001,1945,"MANSFIELD, PA",16933
-74.877754,44.922201,1946,"MASSENA, NY",13662
-119.507878,48.414021,1947,"OMAK, WA",98841
-80.549476,40.3903030000001,1948,"WEIRTON, WV",26062
-79.313292,42.4537120000001,1949,"FREDONIA, NY",14063
-94.264923,39.329598,195,EXCELSIOR SPRINGS MO,64024
-76.968785,36.265229,1950,"AHOSKIE, NC",27910
-116.939177,44.0273570000001,1951,"ONTARIO, OR",97914
-93.265741,45.1210370000001,1952,"FRIDLEY, MN",55432
-78.3206059999999,36.083241,1953,"LOUISBURG, NC",27549
-70.6996569999999,43.4010930000001,1954,"SANFORD, ME",04073
-89.031824,42.3152620000001,1955,"ROCKFORD, IL",61114
-108.579541,45.7579950000001,1956,BILLINGS MT,59102
-81.8032929999999,26.274505,1957,"NAPLES (NORTH), FL",34110
-98.794913,26.3657180000001,1958,"RIO GRANDE CITY, TX",78582
-74.378271,41.455314,1959,WALLKILL (MIDDLETOWN) NY,10940
-89.186967,37.7385170000001,196,CARBONDALE IL,62901
-82.502404,27.9573150000001,1960,"TAMPA, FL (S)",33607
-84.401131,38.9883760000001,1961,"ALEXANDRIA, KY",41001
-86.103923,40.479321,1962,"KOKOMO, IN",46901
-120.873024,37.5094270000001,1963,"TURLOCK, CA",95380
-71.766603,41.3543060000001,1964,"WESTERLY, RI",02891
-95.843911,41.2273970000001,1965,"COUNCIL BLUFFS, IA",51501
-77.788392,42.8025690000001,1966,GENESEO NY,14454
-72.5069159999999,42.136109,1967,"SPRINGFIELD, MA",01119
-76.1775069999999,39.494982,1968,"ABERDEEN, MD",21001
-77.629874,37.5040760000001,1969,"MIDLOTHIAN, VA",23113
-90.641518,40.4610450000001,197,MACOMB IL,61455
-71.558791,42.3729970000001,1970,"HUDSON, MA",01749
-92.5113909999999,44.077003,1971,"ROCHESTER, MN",55901
-121.768001,37.699303,1972,"LIVERMORE, CA EF",94551
-79.299923,42.0970110000001,1973,"JAMESTOWN (LAKEWOOD), NY",14750
-67.842505,46.1431010000001,1974,"HOULTON, ME",04730
-72.328966,43.378021,1975,"CLAREMONT, NH",03743
-76.854025,42.156823,1976,"BIG FLATS (ELMIRA), NY",14845
-74.124859,40.072734,1977,"BRICK (OCEAN), NJ",08724
-86.330481,41.3645040000001,1978,"PLYMOUTH, IN",46563
-122.616359,38.9315990000001,1979,"CLEARLAKE, CA",95422
-88.9813569999999,38.6257180000001,198,SALEM IL,62881
-71.8892549999999,41.9233790000001,1980,"PUTNAM, CT",06260
-76.502936,38.2930710000001,1981,"CALIFORNIA, MD",20619
-88.4801179999999,44.269081,1982,"APPLETON, WI",54913
-120.937391,37.6067660000001,1983,"CERES (MODESTO SE), CA",95307
-73.110629,42.6644170000001,1984,"NORTH ADAMS, MA",01247
-76.802477,39.0986750000001,1985,"LAUREL, MD",20724
-82.617059,41.261711,1986,"NORWALK, OH",44857
-83.299925,43.053792,1987,"LAPEER, MI",48446
-121.289933,38.7880250000001,1988,"ROSEVILLE, CA",95678
-120.465243,34.6629050000001,1989,"LOMPOC, CA",93436
-89.3980309999999,40.1542630000001,199,LINCOLN IL,62656
-83.073637,40.265998,1990,"DELAWARE, OH",43015
-86.580047,39.141439,1991,"BLOOMINGTON, IN",47403
-117.678367,34.105919,1992,"UPLAND, CA",91786
-77.927723,43.1969770000001,1993,"BROCKPORT, NY",14420
-73.4868749999999,44.6922270000001,1994,"PLATTSBURGH, NY",12901
-112.463531,42.9099410000001,1995,"CHUBBUCK, ID",83202
-80.123891,25.9878410000001,1996,"HALLANDALE, FL",33009
-73.764381,42.746495,1997,"LATHAM (COLONIE), NY",12110
-87.719145,42.0128340000001,1998,CHICAGO SKOKIE TOUHY & ST LOUIS,60076
-93.312491,45.2214660000001,1999,ANDOVER MN,55304
-93.139134,36.268968,2,HARRISON AR,72601
-93.7505849999999,38.3627720000001,20,CLINTON MO,64735
-90.270787,39.7198710000001,200,JACKSONVILLE IL,62650
-75.720405,36.096191,2000,"KITTY HAWK, NC",27949
-119.721718,36.738206,2001,"FRESNO, CA (SE)",93727
-121.551263,37.008613,2002,"GILROY, CA",95020
-74.466537,40.461914,2003,"NORTH BRUNSWICK, NJ",08902
-90.736286,42.4875460000001,2004,"DUBUQUE, IA",52003
-80.594714,35.462634,2005,"KANNAPOLIS, NC",28083
-117.049449,46.422871,2006,"CLARKSTON,WA",99403
-119.274822,47.1412030000001,2007,"MOSES LAKE, WA",98837
-80.114583,41.168143,2008,"GROVE CITY, PA",16127
-76.314835,39.462158,2009,ABINGDON (BEL AIR) MD,21009
-89.923019,38.521964,201,BELLEVILLE IL,62221
-86.246497,41.789497,2010,"NILES, MI",49120
-71.878742,42.1705830000001,2012,"OXFORD, MA",01537
-69.6445869999999,44.5681520000001,2013,"WATERVILLE, ME",04901
-84.6796459999999,44.295983,2014,"HOUGHTON LAKE, MI",48629
-77.396601,38.854254,2015,"FAIRFAX (W), VA",22033
-117.915156,48.553747,2016,"COLVILLE, WA",99114
-79.7566859999999,39.9143510000001,2019,"UNIONTOWN, PA",15401
-96.736053,33.1281240000001,202,FRISCO CUSTER & 121 TX,75035
-87.1531459999999,40.923729,2020,"RENSSELAER, IN",47978
-71.032368,41.904432,2021,"RAYNHAM, MA",02767
-72.174027,41.740984,2022,"NORTH WINDHAM, CT",06256
-76.3900429999999,40.350044,2023,"LEBANON, PA",17046
-75.947441,41.523981,2024,"TUNKHANNOCK, PA",18657
-121.471715,37.7516590000001,2025,"TRACY, CA",95304
-66.642578,17.9973600000001,2026,PONCE-PR,00728
-78.835052,39.6249030000001,2027,"LAVALE, MD",21502
-117.455339,33.9370710000001,2028,"RIVERSIDE (S), CA",92503
-93.0727429999999,39.767888,203,BROOKFIELD MO,64628
-120.365857,37.9716910000001,2030,"SONORA, CA",95370
-122.067308,37.6047150000001,2031,"UNION CITY, CA",94587
-119.161544,34.2201220000001,2032,"OXNARD, CA",93036
-100.903357,46.8466550000001,2033,MANDAN BISMARCK ND,58554
-84.617221,40.125971,2035,"GREENVILLE, OH",45331
-81.713938,38.3196750000001,2036,"SO CHARLESTON, WV",25309
-123.806682,46.975351,2037,"ABERDEEN, WA",98520
-77.4289209999999,39.022774,2038,"STERLIING PARK, VA",20166
-120.502005,37.318005,2039,"MERCED, CA",95348
-87.9183409999999,37.110823,204,PRINCETON KY,42445
-74.842684,40.047581,2040,"BURLINGTON, NJ",08016
-75.5047039999999,39.612102,2041,"PENNSVILLE, NJ",08070
-78.128156,42.767298,2043,"WARSAW, NY",14569
-121.804955,39.723234,2044,"CHICO, CA",95928
-76.510165,39.379223,2045,"WHITE MARSH, MD",21236
-69.789931,44.343151,2046,"AUGUSTA, ME",04330
-69.2945339999999,44.837411,2047,"PALMYRA, ME",04965
-122.035243,38.2790810000001,2048,"FAIRFIELD, CA",94533
-78.405524,40.4554570000001,2049,"ALTOONA, PA",16601
-89.1275639999999,32.767524,205,PHILADELPHIA MS,39350
-114.977327,36.038822,2050,"HENDERSON, NV",89015
-114.032713,35.2225760000001,2051,"KINGMAN, AZ",86409
-123.196981,39.1337140000001,2052,"UKIAH, CA",95482
-122.217699,39.5258440000001,2053,"WILLOWS, CA",95988
-120.806192,38.3579330000001,2054,MARTELL (JACKSON) CA,95642
-71.4798079999999,43.227606,2055,"CONCORD, NH",03301
-73.749624,43.103975,2056,"SARATOGA SPRINGS, NY",12866
-72.040184,42.7427240000001,2057,"RINDGE, NH",03461
-78.607434,35.8372130000001,2058,"RALEIGH, NC",27609
-79.581448,40.308954,2059,"GREENSBURG, PA",15601
-96.6299539999999,33.222004,206,MCKINNEY TX,75069
-85.672615,42.4479440000001,2061,"PLAINWELL, MI",49080
-86.4253209999999,42.077237,2062,"BENTON HARBOR, MI",49022
-80.773918,41.0974790000001,2063,"AUSTINTOWN, OH",44515
-74.733571,41.3498680000001,2064,"MILFORD, PA",18337
-84.062848,35.9263970000001,2065,"KNOXVILLE (W), TN",37923
-95.511724,29.735554,2066,"HOUSTON, TX",77063
-67.139609,18.155224,2067,"MAYAGUEZ, PR",00680
-74.822463,40.141962,2068,"FAIRLESS HILLS, PA",19055
-122.856467,42.310525,2069,"SOUTH MEDFORD, OR",97501
-96.463274,36.2975080000001,207,CLEVELAND OK,74020
-149.879581,61.192239,2070,"ANCHORAGE,AK (N)",99503
-149.869863,61.1401950000001,2071,"ANCHORAGE, AK(S)",99515
-66.099949,17.979159,2072,"GUAYAMA, PR",00784
-81.754117,41.420513,2073,"BROOKLYN, OH",44130
-149.365105,61.568719,2074,"WASILLA, AK",99654
-121.317432,44.023782,2075,"BEND, OR",97702
-117.294445,33.6621860000001,2077,"LAKE ELSINORE, CA",92532
-81.418983,39.4041110000001,2078,"MARIETTA, OH",45750
-87.459712,46.5475910000001,2079,"MARQUETTE, MI",49855
-85.177153,42.257821,2080,"BATTLE CREEK, MI",49014
-82.732518,27.9828010000001,2081,"CLEARWATER, FL",33765
-118.061727,33.872491,2082,"CERRITOS, CA",90703
-79.9592969999999,39.578766,2083,"MORGANTOWN, WV",26508
-111.042147,45.694689,2084,"BOZEMAN, MT",59715
-67.0224919999999,18.467815,2085,"ISABELA, PR",00662
-96.827997,33.0245110000001,2086,"PLANO, TX",75093
-93.064426,45.049086,2087,"VADNAIS HTS, MN",55127
-78.2079669999999,43.0136380000001,2088,"BATAVIA, NY",14020
-82.124397,36.634918,2089,"BRISTOL, VA",24202
-93.843801,35.5037090000001,209,OZARK AR,72949
-74.5790039999999,41.1160350000001,2090,"FRANKLIN, NJ",07416
-80.3353319999999,25.7870510000001,2091,"MIAMI (AIRPORT), FL",33126
-75.4561229999999,44.7081860000001,2092,"OGDENSBURG, NY",13669
-75.225657,43.123451,2093,"UTICA, NY",13502
-117.216625,33.1726620000001,2094,"VISTA, CA",92083
-70.746723,41.779032,2095,"WAREHAM, MA",02571
-75.0808519999999,40.194805,2096,"WARMINSTER, PA",18974
-73.750352,42.278396,2097,"HUDSON, NY",12534
-82.913153,40.0604510000001,2098,"COLUMBUS, OH (NE)",43219
-120.681713,35.612465,2099,"PASO ROBLES, CA EF",93446
-92.1522649999999,37.8251540000001,21,ST ROBERT MO /WAYNESVILLE,65584
-96.3814149999999,35.0880470000001,210,HOLDENVILLE OK,74848
-84.4824159999999,45.626151,2100,"CHEBOYGAN, MI",49721
-119.177252,46.1826070000001,2101,"KENNEWICK, WA",99337
-86.400416,43.9578030000001,2102,"LUDINGTON, MI",49431
-71.214598,42.1419740000001,2103,"WALPOLE, MA",02081
-74.074742,41.4976060000001,2104,"NEWBURGH, NY",12550
-96.840609,32.9218210000001,2105,"FARMERS BRANCH, TX",75244
-119.781714,39.528964,2106,"RENO (N), NV",89502
-78.693026,43.147184,2107,"LOCKPORT, NY",14094
-74.653333,39.452146,2108,"MAYS LANDING, NJ",08330
-75.035735,39.425285,2109,"MILLVILLE, NJ",08332
-97.099923,32.004333,211,HILLSBORO TX,76645
-118.145351,33.9024640000001,2110,"PARAMOUNT, CA",90723
-86.675875,33.4219160000001,2111,"HOOVER (SE), AL",35242
-111.889315,33.507771,2112,"SCOTTSDALE, AZ",85251
-112.092708,33.521957,2113,"PHOENIX, AZ",85015
-85.547061,30.752617,2114,"CHIPLEY, FL",32428
-81.4702559999999,40.4959420000001,2115,"NEW PHILADELPHIA, OH",44663
-73.681457,43.3346680000001,2116,"QUEENSBURY, NY",12804
-120.879002,37.053971,2117,"LOS BANOS (MERCED), CA EF",93635
-71.759878,42.5950050000001,2118,"LUNENBURG, MA",01462
-121.921147,37.431471,2119,"MILPITAS, CA",95035
-97.4811109999999,35.2216480000001,212,NORMAN OK,73069
-75.526984,42.4969630000001,2120,"NORWICH, NY",13815
-123.125779,47.2330630000001,2121,"SHELTON, WA",98584
-71.030085,42.1211020000001,2122,"AVON, MA",02322
-94.101305,33.4452910000001,2123,"TEXARKANA, TX",75501
-84.054975,39.772565,2124,"BEAVER CREEK, OH",45431
-105.079363,39.742667,2125,"LAKEWOOD, CO",80214
-158.005571,21.450001,2126,"MILILANI, HI",96789
-89.653632,44.9184010000001,2127,"WAUSAU, WI",54401
-70.846467,41.997371,2128,"HALIFAX, MA",02338
-78.400949,41.0320770000001,2129,"CLEARFIELD, PA",16830
-89.668415,39.1855160000001,213,LITCHFIELD IL,62056
-70.788784,43.0340430000001,2130,"PORTSMOUTH, NH",03801
-95.6939179999999,38.998341,2131,"TOPEKA, KS",66611
-91.061638,30.377547,2132,"BATON ROUGE (S), LA",70809
-97.823298,30.2322110000001,2133,"AUSTIN (MID W), TX",78735
-80.7582609999999,35.295467,2134,"CHARLOTTE (N), NC",28262
-74.455252,42.6823910000001,2135,"COBLESKILL, NY",12043
-77.973335,38.4805240000001,2136,"CULPEPER, VA",22701
-78.998972,35.954983,2137,"DURHAM, NC",27707
-72.322548,43.624556,2138,"LEBANON, NH",03784
-70.9609169999999,42.4487730000001,2139,"LYNN, MA",01905
-94.015453,30.908289,214,JASPER TX,75951
-71.106534,44.016779,2140,"NORTH CONWAY, NH",03860
-75.141384,39.926547,2141,"PHILADELPHIA (S), PA",19148
-71.238581,42.801997,2142,SALEM NH,03079
-69.730849,44.7803270000001,2143,"SKOWHEGAN, ME",04976
-73.078004,41.8184690000001,2144,"TORRINGTON, CT",06790
-75.4872379999999,40.6451220000001,2145,"WHITEHALL, PA (ALLENTOWN)",18052
-74.1836989999999,42.964506,2146,"AMSTERDAM, NY",12010
-114.047198,46.8315710000001,2147,"MISSOULA, MT",59804
-82.4415779999999,40.4048110000001,2149,"MT VERNON, OH",43050
-117.035516,32.5815230000001,2150,"SAN DIEGO (S), CA EF",92154
-80.317872,26.1478690000001,2151,"SUNRISE, FL",33323
-73.847121,42.6948770000001,2152,"ALBANY, NY",12205
-70.499542,43.4743790000001,2153,"BIDDEFORD, ME",04005
-84.1504409999999,33.970113,2154,"DULUTH, (NW), GA",30096
-71.994636,42.5514870000001,2155,"GARDNER, MA",01440
-72.947178,40.8801570000001,2156,"MIDDLE ISLAND (LI), NY",11953
